"Name,""Source"",""Page"",""Size"",""Type"",""Alignment"",""AC"",""HP"",""Speed"",""Strength"",""Dexterity"",""Constitution"",""Intelligence"",""Wisdom"",""Charisma"",""Saving Throws"",""Skills"",""Damage Vulnerabilities"",""Damage Resistances"",""Damage Immunities"",""Condition Immunities"",""Senses"",""Languages"",""CR"",""Traits"",""Actions"",""Bonus Actions"",""Reactions"",""Legendary Actions"",""Mythic Actions"",""Lair Actions"",""Regional Effects"",""Environment"",""Treasure""";;;;;;;
"Elemental Cataclysm,""MM'25"",""111"",""Gargantuan"",""Elemental (Titan)"",""chaotic neutral"",""20"",""370 (20d20 + 160)"",""60 ft., Burrow 60 ft., Fly 80 ft. (hover), Swim 80 ft."",""26"",""19"",""27"",""9"",""14"",""9"",""Dex +11, Con +15, Wis +9, Cha +6"","""","""","""",""acid, cold, fire, lightning, poison, thunder"",""blinded, charmed, deafened, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained, stunned, unconscious"",""Truesight 150 ft., passive Perception 12"",""Primordial"",""22 (XP 41.000";" PB +7)"",""Earth Glide. The cataclysm can burrow through nonmagical, unworked earth and stone. While doing so, the cataclysm doesn't disturb the material it moves through.";;;;;;
;;;;;;;
Legendary Resistance (4/Day). If the cataclysm fails a saving throw, it can choose to succeed instead.;;;;;;;
;;;;;;;
"Siege Monster. The cataclysm deals double damage to objects and structures."",""Multiattack. The cataclysm makes two Elemental Burst attacks.";;;;;;;
;;;;;;;
Control Weather. The cataclysm casts the Control Weather spell, requiring no spell components and using Constitution as the spellcasting ability.;;;;;;;
;;;;;;;
Elemental Burst. Melee or Ranged Attack Roll: +15, reach 30 ft. or range 150 ft. Hit: 25 (5d6 + 8) damage of a type chosen by the cataclysm: Acid, Cold, Fire, Lightning, or Thunder.;;;;;;;
;;;;;;;
Cataclysmic Event (Recharge 4–6). The cataclysm creates one of the following effects at random (roll 1d4):;;;;;;;
;;;;;;;
1: Clinging Flames. Dexterity Saving Throw: DC 23, each creature in a 60-foot-radius Sphere centered on a point the cataclysm can see within 150 feet. Failure: 45 (13d6) Fire damage. Success: Half damage. Failure or Success: The target starts burning.;;;;;;;
;;;;;;;
2: Freezing Waves. Strength Saving Throw: DC 23, each creature in a 90-foot Cone. Failure: 22 (5d8) Bludgeoning damage plus 22 (5d8) Cold damage, and the target has the Prone condition. Success: Half damage only. Failure or Success: The target's Speed is reduced to 0 until the end of its next turn.;;;;;;;
;;;;;;;
3: Raging Storm. A storm cloud fills a 60-foot-radius Sphere centered on a point the cataclysm can see within 150 feet. The cloud lasts for 1 minute or until the cataclysm uses Cataclysmic Event again. Creatures entirely in the cloud have the Blinded and Deafened conditions and can't cast spells with a Verbal component. Dexterity Saving Throw: DC 23, each creature that enters the cloud for the first time on a turn or starts its turn there. Failure: 18 (4d8) Lightning damage plus 18 (4d8) Thunder damage. Success: Half damage.;;;;;;;
;;;;;;;
"4: Swallowing Earth. Strength Saving Throw: DC 23, each creature in a 90-foot Cube originating from a point on the ground within 150 feet. Failure: 18 (4d8) Bludgeoning damage plus 18 (4d8) Acid damage, and the target has the Prone condition and is buried under rubble. A buried target has the Restrained condition, has Total Cover, and is suffocating. As an action, a buried creature or another creature within 5 feet of it can make a DC 18 Strength (Athletics) check. On a successful check, the creature is no longer buried. Success: Half damage only."","""","""",""Eruption. The cataclysm makes one Elemental Burst attack.";;;;;;;
;;;;;;;
"Rumbling Movement. The cataclysm moves up to its Speed, Fly Speed, or Swim Speed without provoking Opportunity Attacks. Each creature within 5 feet of the cataclysm as it moves is targeted once by the following effect. Constitution Saving Throw: DC 23. Failure: The target has the Prone condition. Failure or Success: The cataclysm can't take this action again until the start of its next turn."","""","""","""",""Planar (Elemental Chaos)"",""""";;;;;;;
"Elemental Cultist,""MM'25"",""87"",""Small or Medium"",""Humanoid"",""chaotic evil"",""16"",""135 (18d8 + 54)"",""30 ft."",""18"",""12"",""16"",""14"",""18"",""12"",""Con +6, Wis +7"",""Arcana +5, Perception +7, Religion +5"","""","""","""","""",""passive Perception 17"",""Common, Primordial"",""8 (XP 3.900";" PB +3)"","""",""Multiattack. The cultist makes three attacks, using Elemental Flail or Elemental Claw in any combination.";;;;;;
;;;;;;;
Elemental Flail. Melee Attack Roll: +7, reach 5 ft. Hit: 25 (6d6 + 4) damage of a type chosen by the cultist: Acid, Cold, Fire, Lightning, or Thunder.;;;;;;;
;;;;;;;
Elemental Claw. Ranged Attack Roll: +7, range 120 ft. Hit: 22 (4d10) damage of a type chosen by the cultist: Acid, Cold, Fire, Lightning, or Thunder. If the target is a Medium or smaller creature, the cultist moves the target up to 10 feet straight toward or away from itself.;;;;;;;
;;;;;;;
Spellcasting. The cultist casts one of the following spells, using Wisdom as the spellcasting ability (spell save DC 15):;;;;;;;
;;;;;;;
"At will: Elementalism, Mage Hand"","""",""Elemental Absorption (1/Day). Trigger: The cultist takes Acid, Cold, Fire, Lightning, or Thunder damage. Response: The cultist gives itself Resistance to that instance of damage and gains 10 Temporary Hit Points."","""","""","""","""",""Any"",""Individual, Relics""";;;;;;;
"Elemental Spirit,""TCE"",""111"",""Medium"",""Elemental"",""unaligned"",""11 + the level of the spell (natural armor)"",""50 + 10 for each spell level above 4th"",""40 ft., Burrow 40 ft. (earth only), Fly 40 ft. (air only";" hover), Swim 40 ft. (water only)"",""18"",""15"",""17"",""4"",""10"",""16"","""","""","""",""lightning and thunder (Air only)"; piercing and slashing (Earth only);" acid (Water only)"",""poison";" fire (Fire only)"",""exhaustion, paralyzed, petrified, poisoned, unconscious"",""Darkvision 60 ft., passive Perception 10"",""Primordial, understands the languages you speak"",""None (XP 0)"",""Amorphous Form (Air, Fire, and Water Only). The elemental can move through a space as narrow as 1 inch wide without squeezing."",""Multiattack. The elemental makes a number of attacks equal to half this spell's level (rounded down).";;;
;;;;;;;
"Slam. Melee Weapon Attack: your spell attack modifier to hit, reach 5 ft., one target. Hit: 1d10 + 4 + the spell's level bludgeoning damage (Air, Earth, and Water only) or fire damage (Fire only)."","""","""","""","""","""","""","""",""""";;;;;;;
"Elemental Spirit,""PHB'24"",""325"",""Medium"",""Elemental"",""neutral"",""11 + the spell's level"",""50 + 10 for each spell level above 4"",""40 ft., Burrow 40 ft. (Earth only), Fly 40 ft. (hover";" Air only), Swim 40 ft. (Water only)"",""18"",""15"",""17"",""4"",""10"",""16"","""","""","""",""lightning and thunder (Air only)"; piercing and slashing (Earth only);" acid (Water only)"",""poison";" fire (Fire only)"",""exhaustion, paralyzed, petrified, poisoned"",""Darkvision 60 ft., passive Perception 10"",""Primordial, understands the languages you know"",""None (XP 0";" PB equals your Proficiency Bonus)"",""Amorphous Form (Air, Fire, and Water Only). The spirit can move through a space as narrow as 1 inch wide without it counting as Difficult Terrain."",""Multiattack. The spirit makes a number of Slam attacks equal to half this spell's level (round down).";;
;;;;;;;
"Slam. Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d10 + 4 + the spell's level Bludgeoning (Earth only), Cold (Water only), Lightning (Air only), or Fire (Fire only) damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Elephant,""MM'14"",""322"",""Huge"",""Beast"",""unaligned"",""12 (natural armor)"",""76 (8d12 + 24)"",""40 ft."",""22"",""9"",""17"",""3"",""11"",""6"","""","""","""","""","""","""",""passive Perception 10"",""—"",""4 (XP 1.100";" PB +2)"",""Trampling Charge. If the elephant moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the elephant can make one stomp attack against it as a bonus action."",""Gore. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 19 (3d8 + 6) piercing damage.";;;;;;
;;;;;;;
"Stomp. Melee Weapon Attack: +8 to hit, reach 5 ft., one prone creature. Hit: 22 (3d10 + 6) bludgeoning damage."","""","""","""","""","""","""",""Grassland"",""""";;;;;;;
"Elephant,""MM'25"",""353"",""Huge"",""Beast"",""unaligned"",""12"",""76 (8d12 + 24)"",""40 ft."",""22"",""9"",""17"",""3"",""11"",""6"","""","""","""","""","""","""",""passive Perception 10"",""—"",""4 (XP 1.100";" PB +2)"","""",""Multiattack. The elephant makes two Gore attacks.";;;;;;
;;;;;;;
"Gore. Melee Attack Roll: +8, reach 5 ft. Hit: 15 (2d8 + 6) Piercing damage. If the target is a Huge or smaller creature and the elephant moved 20+ feet straight toward it immediately before the hit, the target has the Prone condition."",""Trample. Dexterity Saving Throw: DC 16, one creature within 5 feet that has the Prone condition. Failure: 17 (2d10 + 6) Bludgeoning damage. Success: Half damage."","""","""","""","""","""",""Grassland"",""""";;;;;;;
"Eliphas Adulare,""KftGV"",""188"",""Medium"",""Humanoid (Human, Shapechanger)"",""neutral good"",""10 in humanoid form, 11 (natural armor) in bear or hybrid form"",""135 (18d8 + 54)"",""30 ft. (40 ft., climb 30 ft. in bear or hybrid form)"",""19"",""10"",""17"",""18"",""12"",""12"","""",""Perception +7"","""","""",""bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered"","""",""passive Perception 17"",""Common (can't speak in bear form)"",""5 (XP 1.800";" PB +3)"",""Shapechanger. Eliphas can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.";;;;;;
;;;;;;;
"Keen Smell. Eliphas has advantage on Wisdom (Perception) checks that rely on smell."",""Multiattack. In bear form, Eliphas makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.";;;;;;;
;;;;;;;
Bite (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with werebear lycanthropy.;;;;;;;
;;;;;;;
Claw (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.;;;;;;;
;;;;;;;
Greataxe (Humanoid or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) slashing damage.;;;;;;;
;;;;;;;
Spellcasting (Humanoid or Hybrid Form Only). Eliphas casts one of the following spells, using Intelligence as the spellcasting ability (save DC 15):;;;;;;;
;;;;;;;
At will: light, minor illusion, prestidigitation;;;;;;;
;;;;;;;
2/day each: detect magic, fog cloud;;;;;;;
;;;;;;;
"1/day each: phantasmal force, shatter"","""","""","""","""","""","""","""",""""";;;;;;;
"Elise,""VRGR"",""143"",""Medium"",""Construct"",""neutral"",""9"",""93 (11d8 + 44)"",""30 ft."",""19"",""9"",""18"",""6"",""10"",""5"","""","""","""","""",""cold, lightning, poison";" bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine"",""charmed, exhaustion, frightened, paralyzed, petrified, poisoned"",""Darkvision 60 ft., passive Perception 10"",""Understands the languages of its creator but can't speak"",""5 (XP 1.800";" PB +3)"",""Immutable Form. Elise is immune to any spell or effect that would alter her form.";;;;;
;;;;;;;
Lightning Absorption. Whenever Elise is subjected to lightning damage, she takes no damage and instead regains a number of hit points equal to the lightning damage dealt.;;;;;;;
;;;;;;;
Magic Resistance. Elise has advantage on saving throws against spells and other magical effects.;;;;;;;
;;;;;;;
"Magic Weapons. Elise's weapon attacks are magical."",""Multiattack. Elise makes two slam attacks.";;;;;;;
;;;;;;;
"Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Elister,""SKT"",""154"",""Small"",""Humanoid (Gnome)"",""chaotic neutral"",""13 (chain shirt)"",""27 (5d8 + 5)"",""25 ft."",""10"",""10"",""12"",""13"",""16"",""13"","""",""Medicine +7, Persuasion +3, Religion +5"","""","""","""","""",""Darkvision 60 ft., passive Perception 13"",""Any two languages, Gnomish"",""2 (XP 450";" PB +2)"",""Divine Eminence. As a bonus action, the priest can expend a spell slot to cause its melee weapon attacks to magically deal an extra 10 (3d6) radiant damage to a target on a hit. This benefit lasts until the end of the turn. If the priest expends a spell slot of 2nd level or higher, the extra damage increases by 1d6 for each level above 1st.";;;;;;
;;;;;;;
Gnome Cunning. Elister has advantage on all Intelligence, Wisdom, and Charisma saving throws against magic.;;;;;;;
;;;;;;;
Spellcasting. Elister is a 5th-level spellcaster. His spellcasting ability is Wisdom (spell save DC 13, +5 to hit with spell attacks). Elister has the following cleric spells prepared:;;;;;;;
;;;;;;;
Cantrips (at will): light, sacred flame, thaumaturgy;;;;;;;
;;;;;;;
1st level (4 slots): cure wounds, guiding bolt, sanctuary;;;;;;;
;;;;;;;
2nd level (3 slots): lesser restoration, spiritual weapon;;;;;;;
;;;;;;;
"3rd level (2 slots): dispel magic, create food and water"",""Mace. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) bludgeoning damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Elizar Dryflagon,""PotA"",""202"",""Medium"",""Humanoid (Human)"",""neutral evil"",""14 (hide armor)"",""71 (11d8 + 22)"",""30 ft."",""13"",""15"",""14"",""11"",""18"",""10"","""",""Arcana +3, Deception +3"","""","""","""","""",""passive Perception 14"",""Common, Druidic"",""5 (XP 1.800";" PB +3)"",""Spellcasting. Elizar is a 7th-level spellcaster. His spellcasting ability is Wisdom (spell save DC 15, +7 to hit with spell attacks). Elizar has the following druid spells prepared:";;;;;;
;;;;;;;
Cantrips (at will): druidcraft, guidance, poison spray, produce flame;;;;;;;
;;;;;;;
1st level (4 slots): animal friendship, faerie fire, healing word, jump, thunderwave;;;;;;;
