Name,Source,Page,Rarity,Type,Attunement,Damage,Properties,Mastery,Weight,Value,Text
Enspelled armadura (Level 5),DMG'24,258,muy raro,Generic Variant,requiere sintonia,,,,,,"Bound into this armadura is a level 5 spell. The spell is determined when the armadura is created and must belong to the Abjuration or Illusion school of magic. The armadura has 6 charges and regains 1d6 expended charges daily at dawn. While wearing the armadura, you can expend 1 charge to cast its spell.

The spell's tirada de salvacion DC is 17, and its attack bonus is +9.

Base items. This item variant can be applied to the following base items:

Breastplate (Enspelled (Level 5) Breastplate)Chain Mail (Enspelled (Level 5) Chain Mail)Chain Shirt (Enspelled (Level 5) Chain Shirt)Half Plate armadura (Enspelled (Level 5) Half Plate armadura)Hide armadura (Enspelled (Level 5) Hide armadura)Leather armadura (Enspelled (Level 5) Leather armadura)Padded armadura (Enspelled (Level 5) Padded armadura)Plate armadura (Enspelled (Level 5) Plate armadura)anillo Mail (Enspelled (Level 5) anillo Mail)Scale Mail (Enspelled (Level 5) Scale Mail)Splint armadura (Enspelled (Level 5) Splint armadura)Studded Leather armadura (Enspelled (Level 5) Studded Leather armadura)"
Enspelled armadura (Level 6),DMG'24,258,legendario,Generic Variant,requiere sintonia,,,,,,"Bound into this armadura is a level 6 spell. The spell is determined when the armadura is created and must belong to the Abjuration or Illusion school of magic. The armadura has 6 charges and regains 1d6 expended charges daily at dawn. While wearing the armadura, you can expend 1 charge to cast its spell.

The spell's tirada de salvacion DC is 17, and its attack bonus is +9.

Base items. This item variant can be applied to the following base items:

Breastplate (Enspelled (Level 6) Breastplate)Chain Mail (Enspelled (Level 6) Chain Mail)Chain Shirt (Enspelled (Level 6) Chain Shirt)Half Plate armadura (Enspelled (Level 6) Half Plate armadura)Hide armadura (Enspelled (Level 6) Hide armadura)Leather armadura (Enspelled (Level 6) Leather armadura)Padded armadura (Enspelled (Level 6) Padded armadura)Plate armadura (Enspelled (Level 6) Plate armadura)anillo Mail (Enspelled (Level 6) anillo Mail)Scale Mail (Enspelled (Level 6) Scale Mail)Splint armadura (Enspelled (Level 6) Splint armadura)Studded Leather armadura (Enspelled (Level 6) Studded Leather armadura)"
Enspelled armadura (Level 7),DMG'24,258,legendario,Generic Variant,requiere sintonia,,,,,,"Bound into this armadura is a level 7 spell. The spell is determined when the armadura is created and must belong to the Abjuration or Illusion school of magic. The armadura has 6 charges and regains 1d6 expended charges daily at dawn. While wearing the armadura, you can expend 1 charge to cast its spell.

The spell's tirada de salvacion DC is 18, and its attack bonus is +10.

Base items. This item variant can be applied to the following base items:

Breastplate (Enspelled (Level 7) Breastplate)Chain Mail (Enspelled (Level 7) Chain Mail)Chain Shirt (Enspelled (Level 7) Chain Shirt)Half Plate armadura (Enspelled (Level 7) Half Plate armadura)Hide armadura (Enspelled (Level 7) Hide armadura)Leather armadura (Enspelled (Level 7) Leather armadura)Padded armadura (Enspelled (Level 7) Padded armadura)Plate armadura (Enspelled (Level 7) Plate armadura)anillo Mail (Enspelled (Level 7) anillo Mail)Scale Mail (Enspelled (Level 7) Scale Mail)Splint armadura (Enspelled (Level 7) Splint armadura)Studded Leather armadura (Enspelled (Level 7) Studded Leather armadura)"
Enspelled armadura (Level 8),DMG'24,258,legendario,Generic Variant,requiere sintonia,,,,,,"Bound into this armadura is a level 8 spell. The spell is determined when the armadura is created and must belong to the Abjuration or Illusion school of magic. The armadura has 6 charges and regains 1d6 expended charges daily at dawn. While wearing the armadura, you can expend 1 charge to cast its spell.

The spell's tirada de salvacion DC is 18, and its attack bonus is +10.

Base items. This item variant can be applied to the following base items:

Breastplate (Enspelled (Level 8) Breastplate)Chain Mail (Enspelled (Level 8) Chain Mail)Chain Shirt (Enspelled (Level 8) Chain Shirt)Half Plate armadura (Enspelled (Level 8) Half Plate armadura)Hide armadura (Enspelled (Level 8) Hide armadura)Leather armadura (Enspelled (Level 8) Leather armadura)Padded armadura (Enspelled (Level 8) Padded armadura)Plate armadura (Enspelled (Level 8) Plate armadura)anillo Mail (Enspelled (Level 8) anillo Mail)Scale Mail (Enspelled (Level 8) Scale Mail)Splint armadura (Enspelled (Level 8) Splint armadura)Studded Leather armadura (Enspelled (Level 8) Studded Leather armadura)"
Enspelled baston,DMG'24,258,variable,"baston, arma, Simple arma, Melee arma",requiere sintonia By a Spellcaster,1d6 Bludgeoning,Versatile (1d8),Mastery: Topple,4 lb.,,"Versatile. A Versatile arma can be used with one or two hands. A dano value in parentheses appears with the property. The arma deals that dano when used with two hands to make a melee attack.

Mastery: Topple. If you hit a creature with this arma, you can force the creature to make a Constitution tirada de salvacion (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the derribado condition.

Multiple variations of this item exist, as listed below:

Enspelled baston (Cantrip)Enspelled baston (Level 1)Enspelled baston (Level 2)Enspelled baston (Level 3)Enspelled baston (Level 4)Enspelled baston (Level 5)Enspelled baston (Level 6)Enspelled baston (Level 7)Enspelled baston (Level 8)"
Enspelled baston (Cantrip),DMG'24,258,poco comun,"baston, arma, Simple arma, Melee arma",requiere sintonia By a Spellcaster,1d6 Bludgeoning,Versatile (1d8),Mastery: Topple,4 lb.,,"Bound into this baston is a cantrip. The cantrip is determined when the baston is created and can be of any school of magic. The baston has 6 charges and regains 1d6 expended charges daily at dawn. While holding the baston, you can expend 1 charge to cast its spell. If you expend the baston's last charge, roll 1d20. On a 1, the baston loses its properties and becomes a nonmagical Quarterstaff.

The spell's tirada de salvacion DC is 13, and its attack bonus is +5.

Versatile. A Versatile arma can be used with one or two hands. A dano value in parentheses appears with the property. The arma deals that dano when used with two hands to make a melee attack.

Mastery: Topple. If you hit a creature with this arma, you can force the creature to make a Constitution tirada de salvacion (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the derribado condition."
Enspelled baston (Level 1),DMG'24,258,poco comun,"baston, arma, Simple arma, Melee arma",requiere sintonia By a Spellcaster,1d6 Bludgeoning,Versatile (1d8),Mastery: Topple,4 lb.,,"Bound into this baston is a level 1 spell. The spell is determined when the baston is created and can be of any school of magic. The baston has 6 charges and regains 1d6 expended charges daily at dawn. While holding the baston, you can expend 1 charge to cast its spell. If you expend the baston's last charge, roll 1d20. On a 1, the baston loses its properties and becomes a nonmagical Quarterstaff.

The spell's tirada de salvacion DC is 13, and its attack bonus is +5.

Versatile. A Versatile arma can be used with one or two hands. A dano value in parentheses appears with the property. The arma deals that dano when used with two hands to make a melee attack.

Mastery: Topple. If you hit a creature with this arma, you can force the creature to make a Constitution tirada de salvacion (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the derribado condition."
Enspelled baston (Level 2),DMG'24,258,raro,"baston, arma, Simple arma, Melee arma",requiere sintonia By a Spellcaster,1d6 Bludgeoning,Versatile (1d8),Mastery: Topple,4 lb.,,"Bound into this baston is a level 2 spell. The spell is determined when the baston is created and can be of any school of magic. The baston has 6 charges and regains 1d6 expended charges daily at dawn. While holding the baston, you can expend 1 charge to cast its spell. If you expend the baston's last charge, roll 1d20. On a 1, the baston loses its properties and becomes a nonmagical Quarterstaff.

The spell's tirada de salvacion DC is 13, and its attack bonus is +5.

Versatile. A Versatile arma can be used with one or two hands. A dano value in parentheses appears with the property. The arma deals that dano when used with two hands to make a melee attack.

Mastery: Topple. If you hit a creature with this arma, you can force the creature to make a Constitution tirada de salvacion (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the derribado condition."
Enspelled baston (Level 3),DMG'24,258,raro,"baston, arma, Simple arma, Melee arma",requiere sintonia By a Spellcaster,1d6 Bludgeoning,Versatile (1d8),Mastery: Topple,4 lb.,,"Bound into this baston is a level 3 spell. The spell is determined when the baston is created and can be of any school of magic. The baston has 6 charges and regains 1d6 expended charges daily at dawn. While holding the baston, you can expend 1 charge to cast its spell. If you expend the baston's last charge, roll 1d20. On a 1, the baston loses its properties and becomes a nonmagical Quarterstaff.

The spell's tirada de salvacion DC is 15, and its attack bonus is +7.

Versatile. A Versatile arma can be used with one or two hands. A dano value in parentheses appears with the property. The arma deals that dano when used with two hands to make a melee attack.

Mastery: Topple. If you hit a creature with this arma, you can force the creature to make a Constitution tirada de salvacion (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the derribado condition."
Enspelled baston (Level 4),DMG'24,258,muy raro,"baston, arma, Simple arma, Melee arma",requiere sintonia By a Spellcaster,1d6 Bludgeoning,Versatile (1d8),Mastery: Topple,4 lb.,,"Bound into this baston is a level 4 spell. The spell is determined when the baston is created and can be of any school of magic. The baston has 6 charges and regains 1d6 expended charges daily at dawn. While holding the baston, you can expend 1 charge to cast its spell. If you expend the baston's last charge, roll 1d20. On a 1, the baston loses its properties and becomes a nonmagical Quarterstaff.

The spell's tirada de salvacion DC is 15, and its attack bonus is +7.

Versatile. A Versatile arma can be used with one or two hands. A dano value in parentheses appears with the property. The arma deals that dano when used with two hands to make a melee attack.

Mastery: Topple. If you hit a creature with this arma, you can force the creature to make a Constitution tirada de salvacion (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the derribado condition."
