"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"docente","ERLW","276","extraño","Objeto maravilloso","Requiere sintonía por parte de un forjado por la guerra","","","","","","Un docente es una pequeña esfera de metal, de aproximadamente 2 pulgadas de ancho, tachonada de fragmentos de dragón. Para sintonizarse con un docente, debe incrustar el objeto en algún lugar de su cuerpo, como su pecho o la cuenca de su ojo.

Sentimiento. Un docente es un elemento sensible de cualquier alineación con una Inteligencia de 16, una Sabiduría de 14 y un Carisma de 14. Percibe el mundo a través de tus sentidos. Se comunica telepáticamente con usted y puede hablar, leer y comprender cualquier idioma que conozca (consulte ""Propiedades aleatorias"" a continuación).

Soporte vital. Siempre que termines tu turno con 0 puntos de vida, el docente puede realizar una prueba de Sabiduría (Medicina) con un bono de +6. Si esta verificación tiene éxito, el docente lo estabiliza.

Propiedades aleatorias. Un docente tiene las siguientes propiedades:

Idiomas. El docente conoce los idiomas común, gigante y 1d4 adicionales elegidos por el DM. Si un docente sabe menos de seis idiomas, puede aprender un nuevo idioma después de escucharlo o leerlo a través de los sentidos.

Habilidades. El docente tiene un bono de +7 a una de las siguientes habilidades (tira un d4): (1) Arcanos, (2) Historia, (3) Investigación o (4) Naturaleza.

Hechizos. El docente conoce uno de los siguientes hechizos y puede lanzarlo a voluntad, sin necesidad de componentes (tira un d6): (1–2) detectar el bien y el mal o (3–6) detectar magia. El docente decide cuándo lanzar el hechizo.

Personalidad. Un docente está diseñado para asesorar y ayudar a los forjados a los que está vinculado. Una de las funciones sencillas de un docente es la de servir de traductor. Las propiedades del docente están bajo su control y, si tiene una mala relación con su docente, es posible que se niegue a ayudarlo."
"Cartera de documentación","AI","24","varía","Objeto maravilloso","","","","","","","En el rango 2, tu cartera de documentación se convierte en un objeto mágico común, que te permite enviar y recibir documentos mágicamente desde y hacia la oficina central a través de una bolsa especial. Su cartera de documentación produce mágicamente contratos preescritos y listos para firmar a su solicitud, cubriendo las necesidades contractuales más comunes. Ocasionalmente también produce notas adhesivas impresas con información útil y citas inspiradoras de la oficina central.

Cartera de Holding. En el rango 3, tu cartera de documentación obtiene características adicionales y se convierte en un objeto mágico poco común. Una de las bolsas del bolso ahora funciona como bolsa de almacenamiento.

Además, puedes utilizar una acción para extraer de la cartera de documentación un pergamino de hechizos para comprender idiomas. El pergamino desaparece cuando se usa o diez minutos después de su aparición. Esta propiedad de la bolsa no podrá volver a utilizarse hasta el siguiente amanecer.

Humidor de desplazamiento. En el rango 4, tu cartera de documentación gana poder adicional y se convierte en un objeto mágico raro. Dentro de la cartera, un espacio extradimensional dedicado puede contener hasta treinta documentos o pergaminos de hechizos. Colocar un solo documento en el humidor scroll es una acción. Sacar el pergamino deseado es una acción adicional."
"Dodecaedro de la fatalidad","WDMM","284","extraño","Objeto maravilloso","","","","","","","Este troquel de metal de doce caras mide 12 pulgadas de ancho y lleva los números del 1 al 12 grabados en sus lados pentagonales. El dodecaedro contiene mecanismos de relojería arcanos que zumban y hacen clic cada vez que se lanza la suerte.

El dodecaedro se puede lanzar hasta 60 pies como acción. Se produce un efecto mágico aleatorio cuando el dado se detiene después de rodar por el suelo durante al menos 10 pies. Si un efecto requiere un objetivo y no hay ningún objetivo elegible dentro del alcance, no sucede nada. Los hechizos lanzados por el dodecaedro no requieren componentes. Tira un d12 y consulta la siguiente tabla para determinar el efecto:

d12effect1-2El dodecaedro explota y se destruye. Cada criatura a 20 pies del dado explosivo debe realizar una tirada de salvación de Destreza CD 13, recibiendo 40 (9d8) de daño de fuerza si falla, o la mitad de daño si tiene éxito. 3-4 El dodecaedro arroja luz sobre sí mismo. El efecto dura hasta que una criatura toca el dado.5-6El dodecaedro lanza un rayo de escarcha (+5 para golpear), apuntando a una criatura aleatoria dentro de 60 pies de él que no tiene cobertura total contra el ataque.7-8El dodecaedro lanza un agarre impactante (+5 para golpear) sobre la siguiente criatura que lo toca.9-10El dodecaedro arroja oscuridad sobre sí mismo. El efecto tiene una duración de 10 minutos. 11-12 La siguiente criatura que toque el dodecaedro gana 1d10 puntos de golpe temporales que duran 1 hora."
"trineo de perros","IDRotF","20","ninguno","Vehículo (Tierra)","","","","","300 lb.","20 GP","Un trineo vacío cuesta 20 po, pesa 300 libras y tiene espacio en la parte trasera para un conductor."
"Tarjeta Torreón","BMT","13","legendario","Objeto maravilloso","","","","","","","Como acción, puedes blandir esta carta hacia una criatura que puedas ver a 30 pies de ti. El objetivo debe superar una tirada de salvación de Carisma CD 17 o desaparecerá, transportado a una prisión en otro plano de existencia. Después de 1 minuto, el objetivo reaparece en el espacio que dejó o en el espacio desocupado más cercano si ese espacio está ocupado. Una vez que se usa esta propiedad, no se puede volver a usar hasta el siguiente amanecer."
"Esfera dividida de Donjon","BMT","35","extraño","Objeto maravilloso","Requiere sintonización","","","","","","Esta esfera de cristal del tamaño de una canica brilla con energía extraplanar.

Como parte de la sintonía con este objeto, presionas la esfera de cristal hasta la empuñadura de un arma cuerpo a cuerpo no mágica de tu elección, uniendo mágicamente la esfera al arma. El arma se convierte en un arma mágica con una bonificación de +1 a las tiradas de ataque y daño. Al empuñar esta arma, obtienes los siguientes beneficios:

Ancla dimensional. Tienes ventaja en las tiradas de salvación contra hechizos o efectos que te enviarían a un espacio extradimensional, un semiplano u otro plano de existencia en contra de tu voluntad.

Aislamiento de Castigo. Cuando golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Carisma CD 16. Si falla la salvación, la criatura es desterrada a un semiplano inofensivo hasta el final de su siguiente turno. Cuando la criatura desterrada regresa, reaparece en el espacio que dejó o en el espacio desocupado más cercano si ese espacio está ocupado. Una vez que se usa esta propiedad, no se puede volver a usar hasta el siguiente amanecer.

Cuando finalizas tu sintonía con la esfera, la esfera se desprende del arma sin causar daño y el arma vuelve a ser una pieza de equipo no mágica."
"Burro","PHB'14","157","ninguno","Montar","","Velocidad: 40, Capacidad de carga: 420 lb.","","","","8 GP",""
"Cimitarra de doble hoja","ERLW","21","ninguno","Arma, Arma marcial, Arma cuerpo a cuerpo","","Corte 2d4","a dos manos, especial","","6 lb.","100 GP","Especial. Si atacas con una cimitarra de doble hoja como parte de la acción de Ataque en tu turno, puedes usar una acción adicional inmediatamente después para realizar un ataque cuerpo a cuerpo con ella. Este ataque inflige 1d4 de daño cortante con cada golpe, en lugar de 2d4.

A dos manos. Esta arma requiere dos manos para usarse. Esta propiedad es relevante sólo cuando atacas con el arma, no cuando simplemente la sostienes."
"Cuerno de Draak","RoT","93","artefacto","Objeto maravilloso","","","","","","","El Draakhorn fue un regalo de Tiamat en la guerra entre dragones y gigantes. Alguna vez fue el cuerno de su antiguo dragón rojo consorte, Ephelomon, el que ella le dio a los dragones para ayudarlos en su guerra contra los gigantes. El Draakhorn es un dispositivo de señalización y es tan grande que requiere dos criaturas medianas (o una grande o más grande) para sostenerlo mientras una tercera criatura lo hace sonar, haciendo que la tierra resuene con su llamada. El cuerno ha sido lanzado con fuego hasta adquirir un tono de ébano oscuro y está envuelto en bandas de bronce con runas dracónicas que brillan con un fuego sobrenatural de color púrpura.

El zumbido grave y quejoso del Cuerno de Draak incomoda a los animales normales en un radio de unas pocas millas, y alerta a todos los dragones en un radio de dos mil millas para que se levanten y tengan cuidado, porque se avecina un gran peligro. Alguna vez se utilizaron explosiones codificadas para señalar mensajes específicos. El conocimiento de esos códigos se ha perdido con el tiempo.

Aquellos que conocen la historia del Draakhorn saben que se construyó por primera vez para señalar peligro a los dragones cromáticos, un propósito que el Culto del Dragón ha corrompido para llamar a los dragones cromáticos al Pozo de los Dragones desde todo el Norte.

A 50 pies de cualquier espacio cerrado donde se toca la bocina, el aire comienza a brillar por el sonido. Cualquier personaje que se encuentre a menos de 20 pies de la entrada al espacio cerrado debe superar una prueba de Fuerza CD 12 para continuar empujando contra la presión del sonido. Un fallo indica que el personaje no puede avanzar más hacia la entrada.

Para cualquier personaje que entre en el espacio cerrado, el sonido se desvanece hasta convertirse en silencio, porque cualquier criatura que entre en el espacio cerrado queda temporalmente ensordecida y debe realizar una tirada de salvación de Constitución CD 12. El éxito indica que la sordera termina 2 minutos después de que el Draakhorn deje de sonar. El fallo indica que el personaje permanece ensordecido durante 1 hora después de que el Draakhorn deje de sonar.

Mientras suena la bocina, una criatura debe realizar una tirada de salvación de Constitución CD 15 la primera vez en un turno que la criatura entre en un cono de 150 pies frente a la bocina o comience su turno allí. Si falla la salvación, la criatura sufre 27 (6d8) de daño por trueno y queda derribada. Con una salvación exitosa, la criatura sufre la mitad del daño y no queda derribada."
"Espada larga dracónica","ToA","173","desconocido (magia)","Arma (espada larga), arma marcial, arma cuerpo a cuerpo","","1d8 Corte","versátil (1d10)","","3 lb.","","Esta espada larga tiene una empuñadura en forma de dragón. Mientras lo llevas, adquieres la capacidad de hablar y comprender el idioma dracónico.

Versátil. Esta arma se puede utilizar con una o dos manos. Junto a la propiedad aparece un valor de daño entre paréntesis: el daño cuando el arma se usa con las dos manos para realizar un ataque cuerpo a cuerpo."
"Caballo de tiro","PHB'24","229","ninguno","Montar","","Velocidad: 40, Capacidad de carga: 540 lb.","","","","50 GP",""
"Malla de escamas de dragón","DMG'24","254","muy raro","Armadura media (correo a escala)","Requiere sintonización","CA 14 + Dex (máximo 2)","","","45 lb.","","El usuario tiene Desventaja en las pruebas de Destreza (Sigilo).

Existen múltiples variaciones de este artículo, como se enumeran a continuación:

Correo de escala de dragón negro Correo de escala de dragón azul Correo de escala de dragón de latón Correo de escala de dragón de bronce Correo de escala de dragón de cobre Correo de escala de dragón dorado Correo de escala de dragón verde Correo de escala de dragón rojo Correo de escala de dragón plateado Correo de escala de dragón blanco"
