"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Void Scavver","BAM","49","Huge","Monstrosity","unaligned","15 (natural armor)","157 (15d12 + 60)","0 ft., Fly 40 ft.","22","16","19","4","13","5","","Perception +5, Stealth +11","","","","","Darkvision 120 ft., passive Perception 15","—","11 (XP 7.200; PB +4)","Unusual Nature. The scavver doesn't require air.","Swallowing Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 45 (6d12 + 6) piercing damage. If the target is a Large or smaller creature, it must succeed on a DC 16 Dexterity saving throw or be swallowed by the scavver. The scavver can have one creature swallowed at a time.

A swallowed creature is blinded and restrained, has total cover against attacks and other effects outside the scavver, and takes 11 (2d10) acid damage at the start of each of the scavver's turns from the digestive juices in the scavver's gullet.

If the scavver takes 25 damage or more on a single turn from a creature inside it, the scavver must succeed on a DC 20 Constitution saving throw at the end of that turn or regurgitate the swallowed creature, which falls prone in a space within 10 feet of the scavver. If the scavver dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 10 feet of movement, exiting prone.","Ray of Fear (Recharge 4–6). The scavver's eye emits an invisible, magical ray that targets one creature the scavver can see within 60 feet of itself. The target must succeed on a DC 16 Wisdom saving throw or be frightened of the scavver until the start of the scavver's next turn.","","","","","","",""
"Vox Seeker","EGW","270","Tiny","Construct","unaligned","14 (natural armor)","7 (2d4 + 2)","20 ft., Climb 20 ft.","2","10","12","1","10","1","","","","","poison, psychic","blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned","Blindsight 60 ft. (blind beyond this radius), passive Perception 10","—","1/8 (XP 25; PB +2)","Spider Climb. The vox seeker can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.

Voice Lock. The vox seeker must move toward and attack the source of the nearest voice within 60 feet of it, to the exclusion of all other targets, for as long as it remains operational.","Pincer. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) piercing damage plus 3 lightning damage.","","","","","","","",""
"Vrock","MM'25","319","Large","Fiend (Demon)","chaotic evil","15","152 (16d10 + 64)","40 ft., Fly 60 ft.","17","15","18","8","13","8","Dex +5, Wis +4, Cha +2","","","cold, fire, lightning","poison","poisoned","Darkvision 120 ft., passive Perception 11","Abyssal; telepathy 120 ft.","6 (XP 2.300; PB +3)","Demonic Restoration. If the vrock dies outside the Abyss, its body dissolves into ichor, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Abyss.

Magic Resistance. The vrock has Advantage on saving throws against spells and other magical effects.","Multiattack. The vrock makes two Shred attacks.

Shred. Melee Attack Roll: +6, reach 5 ft. Hit: 10 (2d6 + 3) Piercing damage plus 10 (3d6) Poison damage.

Spores (Recharge 6). Constitution Saving Throw: DC 15, each creature in a 20-foot Emanation originating from the vrock. Failure: The target has the Poisoned condition and repeats the save at the end of each of its turns, ending the effect on itself on a success. While Poisoned, the target takes 5 (1d10) Poison damage at the start of each of its turns. Emptying a flask of Holy Water on the target ends the effect early.

Stunning Screech (1/Day). Constitution Saving Throw: DC 15, each creature in a 20-foot Emanation originating from the vrock (demons succeed automatically). Failure: 10 (3d6) Thunder damage, and the target has the Stunned condition until the end of the vrock's next turn.","","","","","","","Planar (Abyss)","Armaments"
"Vulkoori Stingblade","EFA","98","Medium","Humanoid (Elf)","neutral","14","27 (6d8)","30 ft.","11","15","10","11","12","12","Dex +4","Perception +3, Stealth +4","","poison","","","Darkvision 120 ft., passive Perception 13","Common, Elvish, Giant","1/2 (XP 100; PB +2)","Fey Ancestry. Magic can't put the stingblade to sleep.","Stingblade. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Piercing damage plus 2 (1d4) Poison damage.

Boomerang. Ranged Attack Roll: +4, reach 30/120 ft. Hit: 7 (2d4 + 2) Bludgeoning damage.","","","","","","","",""
"Vulkoori Venom Priest","EFA","98","Medium","Humanoid (Elf)","neutral evil","15","44 (8d8 + 8)","30 ft.","15","16","12","10","16","13","Con +3, Wis +5","Perception +5, Religion +2, Stealth +5","","poison","","","Darkvision 120 ft., passive Perception 15","Common, Elvish, Giant","2 (XP 450; PB +2)","Fey Ancestry. Magic can't put the priest to sleep.","Spellcasting. The priest casts one of the following spells, using Wisdom as the spellcasting ability (spell save DC 13, +5 to hit with spell attacks):

At will: Dancing Lights, Ray of Sickness, Thaumaturgy

1/day each: Cure Wounds, Hold Person, Protection from Poison

Venom Staff. Melee Attack Roll: +4, reach 5 ft. Hit: 9 (2d6 + 2) Bludgeoning damage, and the target has the Poisoned condition until the end of the priest's next turn.","Intensify Poison. Each creature with the Poisoned condition within a 30-foot Emanation originating from the priest takes 3 (1d6) Poison damage.","","","","","","",""
"Vulture","MM'25","372","Medium","Beast","unaligned","10","5 (1d8 + 1)","10 ft., Fly 50 ft.","7","10","13","2","12","4","","Perception +3","","","","","passive Perception 13","—","0 (XP 10; PB +2)","Pack Tactics. The vulture has Advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 feet of the creature and the ally doesn't have the Incapacitated condition.","Beak. Melee Attack Roll: +2, reach 5 ft. Hit: 2 (1d4) Piercing damage.","","","","","","","Desert, Grassland, Hill",""
"Walking Corpse","CoS","165","Medium","Humanoid (Any Race)","any alignment","10","4 (1d8)","20 ft.","10","10","10","10","10","10","","","","","","charmed, frightened","passive Perception 10","Any one language (usually Common)","0 (XP 10; PB +2)","Violent Death. When a corpse is reduced to 0 hit points, it splits open, disgorging a swarm of poisonous snakes. The snakes are hungry and fight until slain.","Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.","","","","","","","",""
"Walking Statue of Waterdeep","WDH","219","Gargantuan","Construct","unaligned","17 (natural armor)","314 (17d20 + 136)","60 ft.","30","8","27","1","10","1","Con +14","","","","cold, fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons","charmed, exhaustion, frightened, paralyzed, petrified, poisoned, stunned","Truesight 120 ft., passive Perception 10","—","18 (XP 20.000; PB +6)","Crumbling Colossus. When the statue drops to 0 hit points, it crumbles and is destroyed. Any creature on the ground within 30 feet of the crumbling statue must make a DC 22 Dexterity saving throw, taking 22 (4d10) bludgeoning damage on a failed save, or half as much damage on a successful one.

Immutable Form. The statue is immune to any spell or effect that would alter its form.

Magic Resistance. The statue has advantage on saving throws against spells and other magical effects.

Siege Monster. The statue deals double damage to objects and structures.","Multiattack. The statue makes two melee attacks.

Slam. Melee Weapon Attack: +16 to hit, reach 5 ft., one target. Hit: 29 (3d12 + 10) bludgeoning damage.

Hurled Stone. Ranged Weapon Attack: +16 to hit, range 200/800 ft., one target. Hit: 43 (6d10 + 10) bludgeoning damage.","","","","","","","",""
"Walrus","IDRotF","312","Large","Beast","unaligned","9","22 (3d10 + 6)","20 ft., Swim 40 ft.","15","9","14","3","11","4","","","","","","","passive Perception 10","—","1/4 (XP 50; PB +2)","Hold Breath. The walrus can hold its breath for 10 minutes.","Tusks. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage.","","","","","","","",""
"War Priest","MPMM","254","Medium","Humanoid (Cleric)","any alignment","18 (plate)","117 (18d8 + 36)","30 ft.","16","10","14","11","17","13","Con +6, Wis +7","Intimidation +5, Religion +4","","","","","passive Perception 13","Any two languages","9 (XP 5.000; PB +4)","","Multiattack. The war priest makes two Maul attacks, and it uses Holy Fire.

Maul. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage plus Hit: 10 (3d6) radiant damage.

Holy Fire. The war priest targets one creature it can see within 60 feet of it. The target must make a DC 15 Wisdom saving throw. On a failed save, the target takes 12 (2d8 + 3) radiant damage, and it is blinded until the start of the war priest's next turn. On a successful save, the target takes half as much damage and isn't blinded.

Spellcasting. The war priest casts one of the following spells, using Wisdom as the spellcasting ability (spell save DC 15):

At will: light, spare the dying, thaumaturgy

1/day each: banishment, command, dispel magic, flame strike, guardian of faith, hold person, lesser restoration, revivify","Healing Light (Recharge 4–6). The war priest or one creature of its choice within 60 feet of it regains 12 (2d8 + 3) hit points.","","","","","","Desert, Urban",""
"Warden Archon","MPP","18","Large","Celestial","lawful good","18 (plate armor)","136 (16d10 + 48)","30 ft., Climb 30 ft.","20","10","17","15","18","18","Con +6, Wis +7","Arcana +5, Athletics +8, Perception +10","","","lightning","charmed, exhaustion, frightened, paralyzed","Darkvision 120 ft., Truesight 30 ft., passive Perception 20","All","8 (XP 3.900; PB +3)","Aura of Menace. As long as the archon doesn't have the incapacitated condition, each creature of the archon's choice that starts its turn within 20 feet of the archon must make a DC 15 Wisdom saving throw. On a failed save, the creature has the frightened condition until the start of its next turn. On a successful save, the creature is immune to all archons' Aura of Menace for 24 hours.

Eternal Vigil. The archon can't be surprised. Moreover, it knows when any creature uses a portal it is assigned to guard.","Multiattack. The archon makes two Claw attacks and one Tracker's Bite attack.

Claw. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) slashing damage. If the target is a Medium or smaller creature, the target has the grappled condition (escape DC 18). The archon can have only one creature grappled in this way at a time.

Spellcasting. The archon casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save DC 15):

At will: detect evil and good

1/day each: aid, continual flame, protection from evil and good, scrying (as an action)

Tracker's Bite. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 15 (3d6 + 5) piercing damage. If the target is a creature, for the next 24 hours, the archon knows the distance and direction to the target while they are both on the same plane of existence.

Teleport. The archon teleports, along with any equipment it is wearing or carrying, to an unoccupied space it can see within 120 feet of itself.","","","","","","","",""
