Name,Source,Page,Level,Casting Time,Duration,School,Range,Components,Classes,Optional/Variant Classes,Subclasses,Text,At Higher Levels
Delayed Blast Fireball,PHB'24,261,7th,accion,"Concentration, up to 1 minute",evocacion,150 pies,"V, S, M (a ball of bat guano and sulfur)","Sorcerer (PHB'24), Wizard (PHB'24)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Evoker (PHB'24) Wizard","A beam of yellow light flashes from you, then condenses at a chosen point within Alcance as a glowing bead for the Duracion. When the spell ends, the bead explodes, and cada criatura in a 20-foot-radius Sphere centered on that point makes a Dexterity tirada de salvacion. A creature recibe Fire dano equal to the total accumulated dano on a failed save or half as much dano on a successful one.

The spell's base dano is 12d6, and the dano increases by 1d6 whenever your turn ends and the spell hasn't ended.

If a creature touches the glowing bead before the spell ends, that creature makes a Dexterity tirada de salvacion. On a failed save, the spell ends, causing the bead to explode. On a successful save, the creature can throw the bead up to 40 pies. If the thrown bead enters a creature's space or collides with a solid object, the spell ends, and the bead explodes.

When the bead explodes, flammable objects in the explosion that aren't being worn or carried start burning.",Using a Higher-Level Spell Slot. The base dano increases by 1d6 for each spell slot level above 7.
Demiplane,PHB'14,231,8th,accion,1 hour,conjuracion,60 pies,S,"Warlock (PHB'14), Wizard (PHB'14)",Sorcerer (PHB'14),"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You create a shadowy door on a flat solid surface that you can see within Alcance. The door is Grande enough to allow Mediano creatures to pass through unhindered. When opened, the door leads to a demiplane that appears to be an empty room 30 pies in each dimension, made of wood or stone. When the spell ends, the door disappears, and any creatures or objects inside the demiplane remain trapped there, as the door also disappears from the other side.

Each time you cast this spell, you can create a new demiplane, or have the shadowy door connect to a demiplane you created with a previous casting of this spell. Additionally, if you know the nature and contents of a demiplane created by a casting of this spell by another creature, you can have the shadowy door connect to its demiplane instead.",
Demiplane,PHB'24,261,8th,accion,1 hour,conjuracion,60 pies,S,"Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You create a shadowy Mediano door on a flat solid surface that you can see within Alcance. This door can be opened and closed, and it leads to a demiplane that is an empty room 30 pies in each dimension, made of wood or stone (your choice).

When the spell ends, the door vanishes, and any objects inside the demiplane remain there. Any creatures inside also remain unless they opt to be shunted through the door as it vanishes, landing with the derribado condition in the unoccupied spaces closest to the door's former space.

Each time you cast this spell, you can create a new demiplane or connect the shadowy door to a demiplane you created with a previous casting of this spell. Additionally, if you know the nature and contents of a demiplane created by a casting of this spell by another creature, you can connect the shadowy door to that demiplane instead.",
Deryan's Helpful Homunculi,FRHoF,143,2nd,accion,8 hours,Conjuration (ritual),personal,"V, S, M (powdered gemstones worth 100+ GP, which the spell consumes, and one set of Artisan's Tools with which you have proficiency)","Cleric (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You summon a group of helpful spirits, which lasts for the Duracion. The spirits appear as homunculi or as another Constructo of your choice but are intangible and invulnerable, and they are considered to have proficiency in the Arcana skill and with the set of Artisan's Tools used in the spell's casting.

If you are crafting an item, the spirits function as a single assistant for your crafting, halving the crafting time.",
Destructive Wave,PHB'14,231,5th,accion,instantaneo,evocacion,personal,V,Paladin (PHB'14),,"Tempest (PHB'14) Cleric, Tempest (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric, Zeal (PSA) (PSA) Cleric, Zeal (PSA) (PSA) Cleric","You strike the ground, creating a burst of divine energy that ripples outward from you. cada criatura you choose within 30 pies of you debe superar a Constitution tirada de salvacion or take 5d6 thunder dano, as well as 5d6 radiant or necrotic dano (your choice), and be knocked derribado. A creature that succeeds on its tirada de salvacion recibe half as much dano and isn't knocked derribado.",
Destructive Wave,PHB'24,261,5th,accion,instantaneo,evocacion,personal,V,Paladin (PHB'24),,"Tempest (PHB'14) Cleric, Tempest (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric, Zeal (PSA) (PSA) Cleric, Zeal (PSA) (PSA) Cleric","Destructive energy ripples outward from you in a 30-foot Emanation. cada criatura you choose in the Emanation makes a Constitution tirada de salvacion. On a failed save, a target recibe 5d6 Thunder dano and 5d6 Radiant or Necrotic dano (your choice) and has the derribado condition. On a successful save, a target recibe half as much dano only.",
Detect maligno and bueno,PHB'14,231,1st,accion,"Concentration, up to 10 minutes",adivinacion,personal,"V, S","Cleric (PHB'14), Paladin (PHB'14)",,"Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Genie (TCE) Warlock, Genie (TCE) Warlock","For the Duracion, you know if there is an Aberracion, Celestial, Elemental, Feerico, Infernal, or No muerto within 30 pies of you, as well as where the creature is located. Similarly, you know if there is a place or object within 30 pies of you that has been magically consecrated or desecrated.

The spell can penetrate most barriers, but it is blocked by 1 foot of stone, 1 inch of Comun metal, a thin sheet of lead, or 3 pies of wood or dirt.",
Detect maligno and bueno,PHB'24,261,1st,accion,"Concentration, up to 10 minutes",adivinacion,personal,"V, S","Cleric (PHB'24), Paladin (PHB'24)",,"Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Genie (TCE) Warlock, Genie (TCE) Warlock","For the Duracion, you sense the location of any Aberracion, Celestial, Elemental, Feerico, Infernal, or No muerto within 30 pies of yourself. You also sense whether the Hallow spell is active there and, if so, where.

The spell is blocked by 1 foot of stone, dirt, or wood; 1 inch of metal; or a thin sheet of lead.",
Detect Magic,PHB'14,231,1st,accion,"Concentration, up to 10 minutes",Divination (ritual),personal,"V, S","Artificer (TCE), Bard (PHB'14), Cleric (PHB'14), Druid (PHB'14), Paladin (PHB'14), Ranger (PHB'14), Sorcerer (PHB'14), Wizard (PHB'14)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Diviner (PHB'24) Wizard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Watchers (TCE) Paladin, Watchers (TCE) Paladin","For the Duracion, you sense the presence of magic within 30 pies of you. If you sense magic in this way, you can use your action to see a faint aura around any visible creature or object in the area that bears magic, and you learn its school of magic, if any.

The spell can penetrate most barriers, but it is blocked by 1 foot of stone, 1 inch of Comun metal, a thin sheet of lead, or 3 pies of wood or dirt.",
Detect Magic,PHB'24,262,1st,accion,"Concentration, up to 10 minutes",Divination (ritual),personal,"V, S","Artificer (EFA), Bard (PHB'24), Cleric (PHB'24), Druid (PHB'24), Paladin (PHB'24), Ranger (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Diviner (PHB'24) Wizard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Knowledge (FRHoF) Cleric, Watchers (TCE) Paladin, Watchers (TCE) Paladin","For the Duracion, you sense the presence of magical effects within 30 pies of yourself. If you sense such effects, you can take the Magic action to see a faint aura around any visible creature or object in the area that bears the magic, and if an effect was created by a spell, you learn the spell's school of magic.

The spell is blocked by 1 foot of stone, dirt, or wood; 1 inch of metal; or a thin sheet of lead.",
Detect Poison and Disease,PHB'14,231,1st,accion,"Concentration, up to 10 minutes",Divination (ritual),personal,"V, S, M (a yew leaf)","Cleric (PHB'14), Druid (PHB'14), Paladin (PHB'14), Ranger (PHB'14)",,"Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","For the Duracion, you can sense the presence and location of poisons, poisonous creatures, and diseases within 30 pies of you. You also identify the kind of poison, poisonous creature, or disease in each case.

The spell can penetrate most barriers, but it is blocked by 1 foot of stone, 1 inch of Comun metal, a thin sheet of lead, or 3 pies of wood or dirt.",
Detect Poison and Disease,PHB'24,262,1st,accion,"Concentration, up to 10 minutes",Divination (ritual),personal,"V, S, M (a yew leaf)","Cleric (PHB'24), Druid (PHB'24), Paladin (PHB'24), Ranger (PHB'24)",,"Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","For the Duracion, you sense the location of poisons, poisonous or venomous creatures, and magical contagions within 30 pies of yourself. You sense the kind of poison, creature, or contagion in each case.

The spell is blocked by 1 foot of stone, dirt, or wood; 1 inch of metal; or a thin sheet of lead.",
Detect Thoughts,PHB'14,231,2nd,accion,"Concentration, up to 1 minute",adivinacion,personal,"V, S, M (a copper piece)","Bard (PHB'14), Sorcerer (PHB'14), Wizard (PHB'14)",,"Aberrant Mind (TCE) Sorcerer, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Diviner (PHB'24) Wizard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Great Old One (PHB'14) Warlock","For the Duracion, you can read the thoughts of certain creatures. When you cast the spell and as your action on each turn until the spell ends, you can focus your mind on any una criatura that you can see within 30 pies of you. If the creature you choose has an Intelligence of 3 or lower or doesn't speak cualquier idioma, the creature is unaffected.

You initially learn the surface thoughts of the creature—what is most on its mind in that moment. As an action, you can either shift your attention to another creature's thoughts or attempt to probe deeper into the same creature's mind. If you probe deeper, el objetivo must make a Wisdom tirada de salvacion. If it fails, you gain insight into its reasoning (if any), its emotional state, and something that looms Grande in its mind (such as something it worries over, loves, or hates). If it succeeds, the spell ends. Either way, el objetivo knows that you are probing into its mind, and unless you shift your attention to another creature's thoughts, the creature can use its action on its turn to make an Intelligence check contested by your Intelligence check; if it succeeds, the spell ends.

Questions verbally directed at el objetivo creature naturally shape the course of its thoughts, so this spell is particularly effective as part of an interrogation.

You can also use this spell to detect the presence of thinking creatures you can't see. When you cast the spell or as your action during the Duracion, you can search for thoughts within 30 pies of you. The spell can penetrate barriers, but 2 pies of rock, 2 inches of any metal other than lead, or a thin sheet of lead blocks you. You can't detect a creature with an Intelligence of 3 or lower or one that doesn't speak cualquier idioma.

Once you detect the presence of a creature in this way, you can read its thoughts for the rest of the Duracion as described above, even if you can't see it, but it must still be within Alcance.",
Detect Thoughts,PHB'24,262,2nd,accion,"Concentration, up to 1 minute",adivinacion,personal,"V, S, M (1 Copper Piece)","Bard (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)",,"Aberrant Mind (TCE) Sorcerer, Aberrant (PHB'24) Sorcerer, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Diviner (PHB'24) Wizard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Great Old One (PHB'24) Warlock, Knowledge (FRHoF) Cleric, Great Old One (PHB'14) Warlock","You activate one of the effects below. Until the spell ends, you can activate either effect as a Magic action on your later turns.

Sense Thoughts. You sense the presence of thoughts within 30 pies of yourself that belong to creatures that know languages or are telepathic. You don't read the thoughts, but you know that a thinking creature is present.

The spell is blocked by 1 foot of stone, dirt, or wood; 1 inch of metal; or a thin sheet of lead.

Read Thoughts. Target una criatura you can see within 30 pies of yourself or una criatura within 30 pies of yourself that you detected with the Sense Thoughts option. You learn what is most on el objetivo's mind right now. If el objetivo doesn't know cualquier idioma and isn't telepathic, you learn nothing.

As a Magic action on your next turn, you can try to probe deeper into el objetivo's mind. If you probe deeper, el objetivo makes a Wisdom tirada de salvacion. On a failed save, you discern el objetivo's reasoning, emotions, and something that looms Grande in its mind (such as a worry, love, or hate). On a successful save, the spell ends. Either way, el objetivo knows that you are probing into its mind, and until you shift your attention away from el objetivo's mind, el objetivo can take an action on its turn to make an Intelligence (Arcana) check against your CD de salvacion de conjuros, ending the spell on a success.",
